update,agent_steps,elapsed_s,steps_per_s,mean_return,mean_score,mean_length,mean_grazes,mean_progress,best_score,policy_loss,value_loss,entropy
244,1003520,882.2,1137.5,295.0,24385.2,3027.8,353.6,1.0,30880.0,0.0014,12.4209,2.1551
245,1007616,885.9,1137.4,294.76,24404.2,3032.9,356.8,1.0,30880.0,-0.0013,7.5621,2.2047
246,1011712,889.5,1137.3,293.9,24346.2,3013.1,352.5,1.0,30880.0,0.0004,13.2102,2.0821
247,1015808,893.2,1137.3,295.42,24366.8,2988.8,347.5,1.0,30880.0,0.0025,15.2236,2.0682
248,1019904,896.8,1137.2,295.04,24357.5,2980.7,355.1,1.0,30880.0,0.0003,15.9683,2.0816
249,1024000,900.5,1137.2,295.01,24345.5,2968.5,353.0,1.0,30880.0,-0.0005,6.1869,2.1942
250,1028096,904.2,1137.0,296.03,24502.2,2987.4,350.6,1.0,30880.0,-0.0013,14.4017,2.2004
251,1032192,907.8,1137.0,298.46,24656.8,2973.1,345.3,1.0,30880.0,-0.0022,17.3681,2.0835
252,1036288,911.5,1136.9,297.11,24664.5,2963.0,346.7,1.0,30880.0,-0.0013,11.6921,2.2182
253,1040384,915.1,1136.9,297.42,24687.5,2972.6,347.2,1.0,30880.0,0.0014,5.9948,2.2672
254,1044480,918.8,1136.8,296.19,24737.8,2948.6,344.0,1.0,30880.0,-0.0002,12.0334,2.2776
255,1048576,922.5,1136.7,296.58,24729.8,2942.6,343.9,1.0,30880.0,-0.0032,6.2486,2.3105
256,1052672,926.2,1136.6,295.06,24667.2,2963.3,349.9,1.0,30880.0,0.0048,7.7999,2.3264
257,1056768,929.9,1136.5,295.06,24667.2,2963.3,349.9,1.0,30880.0,-0.0073,1.4828,2.3382
258,1060864,933.6,1136.4,295.06,24667.2,2963.3,349.9,1.0,30880.0,-0.0021,2.5328,2.2821
259,1064960,937.2,1136.3,295.03,24645.5,2964.2,350.1,1.0,30880.0,-0.002,3.7302,2.2934
260,1069056,940.9,1136.2,295.03,24645.5,2964.2,350.1,1.0,30880.0,-0.0051,1.1278,2.2824
261,1073152,944.6,1136.2,295.03,24645.5,2964.2,350.1,1.0,30880.0,-0.0087,1.3286,2.3034
262,1077248,948.2,1136.1,295.03,24645.5,2964.2,350.1,1.0,30880.0,-0.0089,1.4714,2.3483
263,1081344,951.9,1135.9,295.03,24645.5,2964.2,350.1,1.0,30880.0,-0.006,1.2895,2.3341
264,1085440,955.6,1135.9,295.03,24645.5,2964.2,350.1,1.0,30880.0,-0.0089,1.8766,2.3028
265,1089536,959.3,1135.7,294.7,24655.0,2963.9,350.9,1.0,30880.0,-0.0082,5.2302,2.2725
266,1093632,963.1,1135.6,295.22,24719.5,2933.0,347.0,1.0,30880.0,-0.0036,11.5584,2.2525
267,1097728,966.7,1135.5,295.29,24743.8,2932.5,347.5,1.0,30880.0,-0.002,6.676,2.2179
268,1101824,970.4,1135.4,296.73,24757.2,2923.8,348.7,1.0,30880.0,-0.0009,8.1139,2.178
269,1105920,974.1,1135.3,297.25,24777.0,2923.9,348.8,1.0,30880.0,-0.0019,7.8262,2.1764
270,1110016,977.8,1135.3,297.69,24765.2,2916.8,349.8,1.0,30880.0,-0.0013,17.4272,2.0691
271,1114112,981.4,1135.2,297.94,24804.2,2931.9,356.9,1.0,30880.0,0.001,12.3706,2.1824
272,1118208,985.1,1135.1,296.97,24815.2,2938.8,353.9,1.0,30880.0,0.0001,11.5567,2.1387
273,1122304,988.8,1135.0,297.38,24782.2,2928.0,351.8,1.0,30880.0,-0.0014,19.6732,2.0994
274,1126400,992.5,1135.0,296.86,24769.8,2927.8,350.4,1.0,30880.0,-0.0047,2.4114,2.2204
275,1130496,996.3,1134.7,296.86,24769.8,2927.8,350.4,1.0,30880.0,-0.0065,2.2139,2.1055
276,1134592,1000.0,1134.6,294.91,24660.0,2919.4,358.1,1.0,30880.0,-0.0005,10.3778,2.1598
277,1138688,1003.7,1134.5,293.31,24554.0,2919.5,361.6,1.0,30880.0,-0.0008,5.3304,2.2422
278,1142784,1007.4,1134.4,292.77,24546.2,2915.4,364.9,1.0,30880.0,-0.0014,10.5262,2.2241
279,1146880,1011.0,1134.4,293.45,24564.5,2901.4,361.3,1.0,30880.0,-0.0035,4.3635,2.2654
280,1150976,1014.7,1134.3,293.45,24564.5,2901.4,361.3,1.0,30880.0,-0.0061,1.9171,2.2319
281,1155072,1018.4,1134.2,293.45,24564.5,2901.4,361.3,1.0,30880.0,-0.0042,1.3741,2.2459
282,1159168,1022.1,1134.1,293.71,24589.8,2897.4,361.2,1.0,30880.0,-0.0034,1.8846,2.26
283,1163264,1025.8,1134.0,293.71,24589.8,2897.4,361.2,1.0,30880.0,-0.009,1.4478,2.2716
284,1167360,1029.6,1133.8,293.71,24589.8,2897.4,361.2,1.0,30880.0,-0.0065,0.8495,2.2357
285,1171456,1033.3,1133.7,293.71,24589.8,2897.4,361.2,1.0,30880.0,-0.0092,1.4801,2.1755
286,1175552,1036.9,1133.7,293.71,24589.8,2897.4,361.2,1.0,30880.0,-0.0032,1.2549,2.1493
287,1179648,1040.6,1133.6,293.93,24577.5,2899.5,361.0,1.0,30880.0,-0.0042,5.3916,2.1062
288,1183744,1044.3,1133.5,293.37,24563.2,2881.5,358.5,1.0,30880.0,-0.0071,7.8301,2.1148
289,1187840,1048.0,1133.4,294.0,24575.2,2872.3,357.3,1.0,30880.0,-0.0061,6.8798,2.0272
290,1191936,1051.7,1133.3,294.54,24567.8,2863.4,356.4,1.0,30880.0,-0.0018,12.9369,2.0465
291,1196032,1055.4,1133.2,294.54,24567.8,2863.4,356.4,1.0,30880.0,-0.0041,2.1909,2.0338
292,1200128,1059.1,1133.1,295.69,24650.0,2852.5,354.1,1.0,30880.0,-0.0036,6.5383,1.9282
293,1204224,1062.8,1133.1,293.64,24593.8,2858.4,362.1,1.0,30880.0,0.0012,20.8688,1.9645
294,1208320,1066.5,1133.0,293.64,24593.8,2858.4,362.1,1.0,30880.0,0.0066,6.4763,1.9903
295,1212416,1070.1,1133.0,292.86,24684.5,2882.2,359.8,1.0,30880.0,0.0004,24.7968,1.9643
296,1216512,1073.8,1132.9,293.16,24655.0,2884.3,355.5,1.0,30880.0,-0.0071,6.36,2.154
297,1220608,1077.4,1132.9,293.16,24655.0,2884.3,355.5,1.0,30880.0,-0.0056,2.079,2.1137
298,1224704,1081.1,1132.9,293.67,24618.2,2874.4,354.7,1.0,30880.0,0.0018,7.1417,2.0361
299,1228800,1084.7,1132.8,294.83,24561.8,2879.0,355.2,1.0,30880.0,-0.0067,12.4998,2.1128
300,1232896,1088.4,1132.8,294.83,24561.8,2879.0,355.2,1.0,30880.0,-0.0028,2.4079,2.2203
301,1236992,1092.0,1132.8,295.45,24612.5,2885.6,356.2,1.0,30880.0,-0.0007,5.4483,2.1795
302,1241088,1095.6,1132.8,296.14,24638.2,2887.7,353.2,1.0,30880.0,-0.0004,5.8383,2.2298
303,1245184,1099.3,1132.7,296.14,24638.2,2887.7,353.2,1.0,30880.0,-0.0076,1.1817,2.2352
304,1249280,1102.9,1132.7,296.46,24630.8,2888.2,352.9,1.0,30880.0,-0.0057,3.19,2.2267
305,1253376,1106.5,1132.7,296.46,24630.8,2888.2,352.9,1.0,30880.0,-0.0048,1.3811,2.2623
306,1257472,1110.2,1132.6,296.46,24630.8,2888.2,352.9,1.0,30880.0,-0.0057,1.162,2.29
307,1261568,1114.0,1132.5,296.46,24630.8,2888.2,352.9,1.0,30880.0,-0.0078,1.0356,2.22
308,1265664,1117.7,1132.4,296.46,24630.8,2888.2,352.9,1.0,30880.0,-0.0041,1.8035,2.1528
309,1269760,1121.3,1132.4,294.8,24563.0,2886.3,355.4,1.0,30880.0,-0.0018,3.9971,2.0959
310,1273856,1125.0,1132.3,295.22,24585.8,2883.8,354.1,1.0,30880.0,-0.0002,5.6628,2.1338
311,1277952,1128.6,1132.3,295.22,24585.8,2883.8,354.1,1.0,30880.0,-0.0011,1.955,2.1027
312,1282048,1132.2,1132.3,296.22,24548.5,2877.7,350.4,1.0,30880.0,-0.0002,6.9237,1.9842
313,1286144,1135.9,1132.3,295.06,24438.8,2866.4,347.5,1.0,30880.0,-0.001,8.063,2.1189
314,1290240,1139.6,1132.2,295.12,24398.0,2862.4,346.1,1.0,30880.0,-0.0007,3.951,1.9848
315,1294336,1143.3,1132.1,295.06,24392.8,2864.9,346.7,1.0,30880.0,-0.0006,8.7664,1.9978
316,1298432,1147.0,1132.0,294.98,24367.8,2865.0,345.2,1.0,30880.0,-0.0019,13.4429,1.9579
317,1302528,1150.7,1132.0,295.76,24370.2,2870.8,341.5,1.0,30880.0,0.0022,9.0202,2.047
318,1306624,1154.3,1131.9,296.17,24279.5,2877.8,336.6,1.0,30880.0,-0.0007,10.273,2.1763
319,1310720,1158.0,1131.9,297.62,24323.0,2886.3,334.1,1.0,30880.0,-0.0008,6.8302,2.187
320,1314816,1161.6,1131.9,297.62,24323.0,2886.3,334.1,1.0,30880.0,-0.0037,2.6751,2.133
321,1318912,1165.1,1132.0,298.0,24319.5,2885.1,331.3,1.0,30880.0,-0.0036,3.883,2.1359
322,1323008,1168.6,1132.1,298.76,24295.2,2888.6,329.2,1.0,30880.0,-0.0012,8.9359,2.1788
323,1327104,1172.2,1132.2,298.45,24217.8,2883.2,329.4,1.0,30880.0,-0.0008,5.3399,2.2473
324,1331200,1175.9,1132.1,296.33,24138.0,2892.0,334.1,1.0,30880.0,-0.0023,3.1743,2.2726
325,1335296,1179.5,1132.1,296.33,24138.0,2892.0,334.1,1.0,30880.0,-0.0031,2.1301,2.1986
326,1339392,1183.1,1132.1,296.03,24145.2,2900.6,335.2,1.0,30880.0,0.002,3.1794,2.2488
327,1343488,1186.7,1132.1,295.78,24147.2,2900.7,336.0,1.0,30880.0,-0.0037,2.4685,2.2982
328,1347584,1190.2,1132.2,295.78,24147.2,2900.7,336.0,1.0,30880.0,-0.0062,0.865,2.3662
329,1351680,1193.7,1132.3,295.78,24147.2,2900.7,336.0,1.0,30880.0,-0.0046,1.2694,2.3267
330,1355776,1197.5,1132.2,295.78,24147.2,2900.7,336.0,1.0,30880.0,-0.0038,1.7553,2.2329
331,1359872,1200.9,1132.3,295.78,24147.2,2900.7,336.0,1.0,30880.0,-0.0026,1.9567,2.1683
332,1363968,1204.4,1132.5,295.46,24164.5,2902.2,332.2,1.0,30880.0,0.0015,8.7312,2.1463
333,1368064,1207.8,1132.7,294.95,24145.5,2906.2,332.0,1.0,30880.0,-0.0045,5.4618,2.1347
334,1372160,1211.2,1132.9,294.39,24121.0,2901.3,334.1,1.0,30880.0,-0.0008,8.1494,2.1127
335,1376256,1214.6,1133.1,292.61,23955.0,2894.6,335.4,1.0,30880.0,-0.0013,13.5122,2.0788
336,1380352,1217.9,1133.3,292.82,23926.0,2896.7,335.5,1.0,30880.0,-0.0016,5.5703,2.1305
337,1384448,1221.3,1133.6,293.41,23932.0,2893.2,333.6,1.0,30880.0,-0.0069,7.7076,2.0027
338,1388544,1224.7,1133.8,293.44,23903.0,2890.3,333.2,1.0,30880.0,0.0023,13.999,2.0138
339,1392640,1228.1,1133.9,292.9,23885.0,2883.9,331.4,1.0,30880.0,-0.0044,10.1462,2.1128
340,1396736,1231.5,1134.2,293.33,23867.8,2889.0,330.6,1.0,30880.0,-0.0001,12.9048,2.1512
341,1400832,1234.9,1134.4,293.41,23900.2,2895.8,332.1,1.0,30880.0,-0.0048,1.2156,2.1735
342,1404928,1238.3,1134.6,293.38,23878.5,2896.2,332.4,1.0,30880.0,0.0053,7.3383,2.1301
343,1409024,1241.6,1134.8,293.38,23878.5,2896.2,332.4,1.0,30880.0,-0.0033,1.8104,2.1815
344,1413120,1245.0,1135.0,292.91,23874.2,2888.9,333.2,1.0,30880.0,-0.0017,7.7499,2.1561
345,1417216,1248.4,1135.3,291.97,23872.5,2889.9,332.9,1.0,30880.0,-0.0037,4.704,2.1705
346,1421312,1251.7,1135.5,292.49,23886.8,2880.1,331.9,1.0,30880.0,-0.0009,6.819,2.271
347,1425408,1255.0,1135.7,292.49,23886.8,2880.1,331.9,1.0,30880.0,-0.0001,1.6378,2.2156
348,1429504,1258.4,1135.9,292.15,23892.5,2879.5,332.2,1.0,30880.0,-0.0002,2.8966,2.2321
349,1433600,1261.8,1136.1,292.15,23892.5,2879.5,332.2,1.0,30880.0,-0.0064,0.9609,2.2919
350,1437696,1265.3,1136.3,292.15,23892.5,2879.5,332.2,1.0,30880.0,-0.0054,1.2504,2.2725
351,1441792,1268.6,1136.5,291.61,23886.8,2879.4,333.2,1.0,30880.0,-0.0012,3.0896,2.2533
352,1445888,1272.1,1136.6,291.61,23886.8,2879.4,333.2,1.0,30880.0,-0.0031,1.6836,2.1599
353,1449984,1275.5,1136.8,291.61,23886.8,2879.4,333.2,1.0,30880.0,-0.0047,1.8636,2.1394
354,1454080,1278.8,1137.0,290.97,23864.0,2879.0,335.5,1.0,30880.0,-0.0033,5.7914,2.0414
355,1458176,1282.2,1137.2,290.48,23880.0,2876.8,337.7,1.0,30880.0,-0.0003,7.6473,2.0749
356,1462272,1285.6,1137.4,290.48,23880.0,2876.8,337.7,1.0,30880.0,-0.0015,2.0367,2.1076
357,1466368,1289.0,1137.6,291.87,23946.0,2868.7,331.2,1.0,30880.0,-0.0017,7.2248,2.0588
358,1470464,1292.4,1137.8,293.61,23942.5,2850.8,332.8,1.0,30880.0,-0.0005,15.6447,2.0455
359,1474560,1295.8,1138.0,293.61,23942.5,2850.8,332.8,1.0,30880.0,-0.0045,2.0428,2.1107
360,1478656,1299.1,1138.2,292.36,23939.0,2844.4,335.3,1.0,30880.0,0.0,6.3243,2.0343
361,1482752,1302.5,1138.4,293.01,24025.5,2842.8,333.5,1.0,30880.0,-0.0056,13.9145,2.0683
362,1486848,1305.8,1138.7,292.22,24068.8,2843.7,334.2,1.0,30880.0,-0.0027,7.6904,2.1966
363,1490944,1309.1,1138.9,293.04,24115.5,2853.0,336.9,1.0,30880.0,-0.0024,8.9762,2.1845
364,1495040,1312.4,1139.1,297.66,24743.8,3285.0,422.3,0.9975,48940.0,-0.0049,2.8732,2.1992
365,1499136,1315.8,1139.3,299.06,24810.8,3294.5,427.6,0.9975,48940.0,-0.0031,11.8662,2.0748
366,1503232,1319.1,1139.6,299.06,24810.8,3294.5,427.6,0.9975,48940.0,-0.0032,2.677,2.1593
367,1507328,1322.4,1139.8,298.17,24837.5,3289.4,426.0,0.9975,48940.0,0.0008,5.2039,2.1715
368,1511424,1325.8,1140.0,299.26,24949.0,3290.3,423.2,0.9975,48940.0,-0.0009,4.1753,2.254
369,1515520,1329.1,1140.2,299.62,24930.8,3289.9,421.5,0.9975,48940.0,-0.0058,4.753,2.2537
370,1519616,1332.5,1140.5,299.54,24879.5,3287.3,422.2,0.9975,48940.0,-0.0017,2.9766,2.2634
371,1523712,1335.8,1140.7,299.54,24879.5,3287.3,422.2,0.9975,48940.0,-0.0057,0.9977,2.2655
372,1527808,1339.1,1140.9,299.54,24879.5,3287.3,422.2,0.9975,48940.0,-0.0046,1.2752,2.2601
373,1531904,1342.5,1141.1,299.54,24879.5,3287.3,422.2,0.9975,48940.0,-0.0021,1.4666,2.3089
374,1536000,1345.9,1141.3,300.17,24937.0,3290.5,421.1,0.9975,48940.0,-0.0008,4.2489,2.2447
375,1540096,1349.3,1141.4,300.17,24937.0,3290.5,421.1,0.9975,48940.0,-0.0025,1.3361,2.2333
376,1544192,1352.7,1141.6,300.7,24979.8,3290.6,423.1,0.9975,48940.0,-0.0006,4.6742,2.1755
377,1548288,1356.1,1141.8,301.08,24979.5,3288.3,428.4,0.9975,48940.0,-0.001,5.3689,2.0979
378,1552384,1359.4,1142.0,301.28,24991.8,3286.7,428.9,0.9975,48940.0,-0.0,3.1483,2.1342
379,1556480,1362.8,1142.1,302.28,25087.0,3286.8,424.1,0.9975,48940.0,-0.0011,3.5206,2.0776
380,1560576,1366.2,1142.3,302.64,25067.5,3281.9,421.1,0.9975,48940.0,0.0006,7.7439,2.0809
381,1564672,1369.5,1142.5,302.81,25030.5,3283.1,421.0,0.9975,48940.0,-0.0005,12.2976,2.098
382,1568768,1372.8,1142.7,302.81,25030.5,3283.1,421.0,0.9975,48940.0,-0.0018,3.6803,2.0332
383,1572864,1376.2,1142.9,303.11,25048.8,3278.4,421.5,0.9975,48940.0,-0.0016,7.7488,2.0584
384,1576960,1379.5,1143.1,303.16,25088.2,3281.6,423.8,0.9975,48940.0,-0.0017,15.8588,1.9726
385,1581056,1382.9,1143.3,302.66,25045.5,3289.5,419.9,0.9975,48940.0,0.0004,9.0896,2.0793
386,1585152,1386.2,1143.5,303.0,25077.0,3296.6,419.6,0.9975,48940.0,0.001,6.165,2.1814
387,1589248,1389.5,1143.7,303.33,25100.2,3290.7,418.2,0.9975,48940.0,-0.0017,2.51,2.1578
388,1593344,1392.9,1143.9,304.38,25062.8,3291.8,414.6,0.9975,48940.0,0.0006,14.0,2.1672
389,1597440,1396.2,1144.1,304.07,25066.8,3288.1,413.7,0.9975,48940.0,-0.001,3.7742,2.1595
390,1601536,1399.5,1144.4,304.34,25053.0,3285.5,412.9,0.9975,48940.0,-0.0021,5.5166,2.24
391,1605632,1402.8,1144.6,298.68,24401.5,2850.2,324.6,1.0,48940.0,0.0004,7.6938,2.3007
392,1609728,1406.2,1144.8,298.68,24401.5,2850.2,324.6,1.0,48940.0,-0.0024,0.917,2.345
393,1613824,1409.5,1145.0,298.68,24401.5,2850.2,324.6,1.0,48940.0,-0.0039,1.1375,2.3221
394,1617920,1412.9,1145.1,298.68,24401.5,2850.2,324.6,1.0,48940.0,-0.0079,1.6079,2.2611
395,1622016,1416.3,1145.3,298.68,24401.5,2850.2,324.6,1.0,48940.0,-0.0015,1.5319,2.2443
396,1626112,1419.6,1145.5,298.68,24401.5,2850.2,324.6,1.0,48940.0,-0.0022,1.4444,2.2357
397,1630208,1423.0,1145.6,298.64,24428.8,2852.2,324.6,1.0,48940.0,-0.0024,4.0109,2.2136
398,1634304,1426.4,1145.8,298.64,24428.8,2852.2,324.6,1.0,48940.0,-0.0018,1.5714,2.1825
399,1638400,1429.8,1145.9,298.79,24408.5,2856.5,324.1,1.0,48940.0,-0.0007,5.741,2.1018
400,1642496,1433.2,1146.0,299.52,24406.2,2858.7,323.8,1.0,48940.0,-0.0005,4.2918,2.0406
401,1646592,1436.6,1146.2,298.37,24366.5,2859.8,328.1,1.0,48940.0,-0.0,13.8562,2.0867
402,1650688,1440.0,1146.3,298.37,24403.5,2858.5,326.2,1.0,48940.0,-0.0008,4.8838,2.118
403,1654784,1443.4,1146.4,296.8,24332.2,2862.8,326.1,1.0,48940.0,-0.001,7.0323,2.1075
404,1658880,1446.8,1146.6,297.14,24353.5,2865.3,326.1,1.0,48940.0,-0.0008,6.5345,2.0153
405,1662976,1450.2,1146.7,295.05,24288.8,2860.4,337.0,1.0,48940.0,0.0012,16.4522,2.0612
406,1667072,1453.6,1146.8,294.57,24292.2,2849.1,335.3,1.0,48940.0,0.0001,10.5377,2.1185
407,1671168,1457.0,1147.0,294.57,24292.2,2849.1,335.3,1.0,48940.0,-0.0025,2.9122,2.1597
408,1675264,1460.4,1147.2,294.47,24358.2,2857.8,337.1,1.0,48940.0,-0.0009,8.0503,2.089
409,1679360,1463.7,1147.4,294.47,24358.2,2857.8,337.1,1.0,48940.0,-0.0013,2.9251,2.127
410,1683456,1467.0,1147.5,294.42,24357.0,2856.1,335.7,1.0,48940.0,-0.0003,10.048,2.123
411,1687552,1470.4,1147.7,295.04,24380.5,2851.7,336.4,1.0,48940.0,-0.0006,5.7372,2.1693
412,1691648,1473.8,1147.8,296.45,24440.8,2850.7,336.5,1.0,48940.0,-0.0023,10.1554,2.1655
413,1695744,1477.2,1148.0,296.52,24389.2,2846.1,338.8,1.0,48940.0,-0.0023,6.4378,2.2678
414,1699840,1480.5,1148.1,296.52,24389.2,2846.1,338.8,1.0,48940.0,-0.0038,0.9261,2.2683
415,1703936,1483.9,1148.3,296.52,24389.2,2846.1,338.8,1.0,48940.0,-0.0019,0.9834,2.2627
416,1708032,1487.3,1148.4,296.52,24389.2,2846.1,338.8,1.0,48940.0,-0.0017,1.1218,2.2966
417,1712128,1490.7,1148.6,296.52,24389.2,2846.1,338.8,1.0,48940.0,-0.0028,1.5385,2.2806
418,1716224,1494.1,1148.7,296.52,24389.2,2846.1,338.8,1.0,48940.0,-0.0014,1.6141,2.2517
419,1720320,1497.6,1148.7,296.83,24420.0,2846.0,338.9,1.0,48940.0,-0.0023,3.5191,2.2837
420,1724416,1501.0,1148.9,296.83,24420.0,2846.0,338.9,1.0,48940.0,-0.0041,2.9497,2.2179
421,1728512,1504.4,1149.0,297.83,24524.5,2838.2,338.1,1.0,48940.0,-0.0004,8.7395,2.177
422,1732608,1507.8,1149.1,297.83,24524.5,2838.2,338.1,1.0,48940.0,-0.0011,2.5683,2.1007
423,1736704,1511.2,1149.2,297.47,24535.2,2837.7,339.8,1.0,48940.0,0.0004,12.8324,2.1201
424,1740800,1514.6,1149.4,297.79,24554.0,2836.7,342.7,1.0,48940.0,-0.0016,10.3217,2.1
425,1744896,1518.0,1149.5,297.09,24546.0,2828.7,343.2,1.0,48940.0,-0.0013,4.268,2.044
426,1748992,1521.4,1149.6,296.98,24578.0,2823.7,346.5,1.0,48940.0,-0.0022,4.7675,2.0278
427,1753088,1524.8,1149.7,296.32,24565.8,2821.2,349.4,1.0,48940.0,0.0003,6.6463,2.024
428,1757184,1528.2,1149.8,296.88,24571.8,2823.5,350.2,1.0,48940.0,-0.0013,8.17,2.1153
429,1761280,1531.6,1150.0,297.28,24631.5,2824.0,353.6,1.0,48940.0,-0.0016,10.0226,2.1446
430,1765376,1534.9,1150.1,297.28,24631.5,2824.0,353.6,1.0,48940.0,0.0006,4.776,2.0972
431,1769472,1538.3,1150.3,297.18,24622.8,2818.8,351.8,1.0,48940.0,0.0004,8.0563,2.1143
432,1773568,1541.7,1150.4,297.3,24616.2,2826.3,354.7,1.0,48940.0,0.0015,5.3658,2.1073
433,1777664,1545.0,1150.6,298.37,24642.0,2829.4,356.6,1.0,48940.0,-0.0,3.4201,2.1405
434,1781760,1548.4,1150.7,299.05,24668.2,2827.0,355.1,1.0,48940.0,-0.0007,6.1249,2.2065
435,1785856,1551.7,1150.9,299.05,24709.0,2829.5,358.4,1.0,48940.0,0.0004,9.2248,2.2497
436,1789952,1555.1,1151.0,299.05,24709.0,2829.5,358.4,1.0,48940.0,-0.0028,1.3625,2.3131
437,1794048,1558.5,1151.1,299.05,24709.0,2829.5,358.4,1.0,48940.0,-0.0021,1.0608,2.2745
438,1798144,1561.9,1151.3,299.05,24709.0,2829.5,358.4,1.0,48940.0,-0.0035,1.2434,2.2473
439,1802240,1565.3,1151.4,299.05,24709.0,2829.5,358.4,1.0,48940.0,-0.0019,1.7175,2.2782
440,1806336,1568.7,1151.5,298.97,24691.8,2828.5,359.2,1.0,48940.0,-0.0008,3.58,2.1989
441,1810432,1572.1,1151.6,298.97,24691.8,2828.5,359.2,1.0,48940.0,-0.0012,1.4706,2.2625
442,1814528,1575.5,1151.7,298.97,24691.8,2828.5,359.2,1.0,48940.0,0.0,2.4526,2.191
443,1818624,1578.9,1151.8,298.99,24696.2,2824.1,359.2,1.0,48940.0,-0.0003,4.1993,2.1516
444,1822720,1582.4,1151.9,299.58,24762.5,2821.7,357.1,1.0,48940.0,-0.0004,10.0458,2.0905
445,1826816,1585.8,1152.0,299.57,24766.2,2817.2,357.9,1.0,48940.0,-0.0012,11.8003,2.0922
446,1830912,1589.2,1152.1,299.37,24852.2,2825.8,358.4,1.0,48940.0,-0.001,6.0263,2.1574
447,1835008,1592.6,1152.2,299.37,24852.2,2825.8,358.4,1.0,48940.0,0.0011,3.078,2.0852
448,1839104,1596.0,1152.3,299.98,24925.5,2827.9,356.8,1.0,48940.0,0.0008,8.7587,2.0341
449,1843200,1599.4,1152.5,298.28,24880.0,2834.6,361.3,1.0,48940.0,-0.0008,10.1234,2.0439
450,1847296,1602.8,1152.6,297.64,24915.2,2845.8,365.9,1.0,48940.0,-0.0006,12.0658,2.0961
451,1851392,1606.1,1152.7,299.67,25033.5,2857.5,367.8,1.0,48940.0,0.0009,18.9265,2.1439
452,1855488,1609.5,1152.8,299.67,25033.5,2857.5,367.8,1.0,48940.0,-0.0017,2.3936,2.1624
453,1859584,1612.9,1153.0,299.02,25011.0,2859.2,367.9,1.0,48940.0,-0.0002,7.3304,2.1236
454,1863680,1616.3,1153.1,298.51,24982.5,2863.9,370.6,1.0,48940.0,-0.0015,4.8471,2.0661
455,1867776,1619.6,1153.3,298.47,24994.8,2861.8,371.8,1.0,48940.0,-0.001,3.8763,2.1737
456,1871872,1623.0,1153.4,299.63,25110.8,2862.8,369.9,1.0,48940.0,-0.0001,5.723,2.1834
457,1875968,1626.3,1153.5,299.85,25128.2,2861.4,370.5,1.0,48940.0,-0.0027,9.031,2.1697
458,1880064,1629.7,1153.6,298.57,25178.0,2866.4,366.9,1.0,48940.0,-0.0003,9.0398,2.2846
459,1884160,1633.1,1153.8,299.58,25196.5,2870.2,368.2,1.0,48940.0,-0.0017,2.0112,2.3029
460,1888256,1636.4,1153.9,299.58,25196.5,2870.2,368.2,1.0,48940.0,-0.0017,1.0683,2.3096
461,1892352,1639.8,1154.0,299.58,25196.5,2870.2,368.2,1.0,48940.0,-0.0006,1.7918,2.2976
462,1896448,1643.2,1154.1,299.82,25221.5,2871.0,367.9,1.0,48940.0,-0.0002,3.4445,2.2704
463,1900544,1646.6,1154.2,299.82,25221.5,2871.0,367.9,1.0,48940.0,-0.0014,1.0715,2.225
464,1904640,1650.0,1154.3,299.1,25200.5,2869.1,367.7,1.0,48940.0,-0.0016,2.0905,2.2346
465,1908736,1653.4,1154.4,299.1,25200.5,2869.1,367.7,1.0,48940.0,-0.0002,2.1795,2.1887
466,1912832,1656.8,1154.5,299.61,25246.0,2865.7,363.6,1.0,48940.0,0.0,14.1021,2.1635
467,1916928,1660.2,1154.6,300.82,25321.5,2861.2,360.3,1.0,48940.0,-0.0002,5.1733,2.2134
468,1921024,1663.7,1154.7,302.18,25327.2,2862.3,356.9,1.0,48940.0,-0.0009,8.1369,2.1762
469,1925120,1667.0,1154.8,302.87,25359.8,2859.8,353.1,1.0,48940.0,-0.0013,12.9727,2.1492
470,1929216,1670.4,1154.9,302.87,25359.8,2859.8,353.1,1.0,48940.0,0.0001,2.3357,2.0622
471,1933312,1673.8,1155.0,301.35,25283.5,2854.3,355.7,1.0,48940.0,-0.0001,6.309,2.0374
472,1937408,1677.3,1155.1,301.26,25257.5,2854.9,352.4,1.0,48940.0,-0.0006,13.5066,2.0443
473,1941504,1680.6,1155.2,299.88,25198.2,2849.2,358.7,1.0,48940.0,0.0,5.5716,2.1907
474,1945600,1684.0,1155.3,301.35,25264.8,2851.4,355.0,1.0,48940.0,-0.0007,4.3267,2.175
475,1949696,1687.4,1155.5,301.35,25264.8,2851.4,355.0,1.0,48940.0,-0.0006,4.1812,2.0797
476,1953792,1690.7,1155.6,302.74,25255.2,2839.8,349.9,1.0,48940.0,0.0,12.296,2.1849
477,1957888,1694.1,1155.7,302.74,25255.2,2839.8,349.9,1.0,48940.0,-0.0003,2.2296,2.2019
478,1961984,1697.6,1155.8,302.74,25255.2,2839.8,349.9,1.0,48940.0,-0.0003,2.5281,2.1697
479,1966080,1701.0,1155.9,302.26,25275.5,2837.0,348.4,1.0,48940.0,-0.0003,6.6459,2.143
480,1970176,1704.4,1155.9,302.04,25297.0,2833.1,346.7,1.0,48940.0,-0.0002,2.8488,2.2501
481,1974272,1707.8,1156.0,302.33,25332.5,2836.8,346.9,1.0,48940.0,0.0001,5.7221,2.2627
